"Campaign name","Ad name",Age,Gender,Reach,Impressions,"Post engagements","Messaging conversations started","Clicks (all)",Currency,"Amount spent (THB)","Post reactions","Post comments","Post shares","Facebook likes",Views,"Reporting starts","Reporting ends"
"2201 | BU DUL | Message FB | BOGO 52,500.-  | 1-30 April 2026","BOGO 52,500.-  | 1-30 April 2026",25-34,unknown,49,81,4,,2,THB,2.77001847,,,,,,2026-04-01,2026-04-30
"2201 | BU DUL | Engage FB | โปร 14,900.-  | 1-30 April 2026","โปร 14,900.-  | 1-30 April 2026",45-54,unknown,27,40,,,0,THB,2.71000542,,,,,,2026-04-01,2026-04-30
"2201 | BU DUL | Engage IG | Lifestyle reels  | 1-15 April 2026","Lifestyle reels | 1-15 April 2026",65+,unknown,13,44,4,,0,THB,2.22,2,,,,,2026-04-01,2026-04-30
"2201 | BU DUL | Message FB | โปร 14,900.-  | 1-30 April 2026","โปร 14,900.-  | 1-30 April 2026",45-54,unknown,12,26,3,,3,THB,2.18000727,,,,,,2026-04-01,2026-04-30
"2201 | BU DUL | Engage IG | Lifestyle  | 16-30 April 2026","Lifestyle  | 16-30 April 2026",65+,unknown,17,37,3,,0,THB,1.86000532,,,,,,2026-04-01,2026-04-30
"2201 | BU DUL | Engage FB | Lifestyle  | 16-30 April 2026","Lifestyle  | 16-30 April 2026",45-54,unknown,18,20,6,,2,THB,1.72000983,2,,,,,2026-04-01,2026-04-30
"2201 | BU DUL | Engage IG | Lifestyle  | 16-30 April 2026","Lifestyle  | 16-30 April 2026",45-54,unknown,16,29,5,,0,THB,1.67000478,2,,,,,2026-04-01,2026-04-30
"2201 | BU DUL | Engage FB | Lifestyle reels  | 1-15 April 2026","Lifestyle reels |  1-15 April 2026",45-54,unknown,21,32,2,,0,THB,1.49997427,,,,,,2026-04-01,2026-04-30
"2201 | BU DUL | Message FB | โปร 14,900.-  | 1-30 April 2026","โปร 14,900.-  | 1-30 April 2026",25-34,unknown,76,93,2,,1,THB,1.43000477,,,,,,2026-04-01,2026-04-30
"2201 | BU DUL | Engage IG | Lifestyle reels  | 1-15 April 2026","Lifestyle reels | 1-15 April 2026",55-64,unknown,3,12,4,,0,THB,1.29,3,,,,,2026-04-01,2026-04-30
"2201 | BU DUL | Engage IG | Lifestyle reels  | 1-15 April 2026","Lifestyle reels | 1-15 April 2026",45-54,unknown,16,21,2,,0,THB,1.26,1,,,,,2026-04-01,2026-04-30
"2201 | BU DUL | Engage FB | Lifestyle  | 16-30 April 2026","Lifestyle  | 16-30 April 2026",55-64,unknown,7,10,3,,0,THB,1.04000595,,,,,,2026-04-01,2026-04-30
"2201 | BU DUL | Message FB | BOGO 52,500.-  | 1-30 April 2026","BOGO 52,500.-  | 1-30 April 2026",35-44,unknown,17,27,,,0,THB,0.98000653,,,,,,2026-04-01,2026-04-30
"2201 | BU DUL | Engage FB | โปร 14,900.-  | 1-30 April 2026","โปร 14,900.-  | 1-30 April 2026",65+,unknown,5,5,,,0,THB,0.9500019,,,,,,2026-04-01,2026-04-30
"2201 | BU DUL | Engage FB | Lifestyle reels  | 1-15 April 2026","Lifestyle reels |  1-15 April 2026",55-64,unknown,11,23,4,,1,THB,0.8799849,1,,,,,2026-04-01,2026-04-30
"2201 | BU DUL | Engage FB | BOGO 52,500.-  | 1-30 April 2026","BOGO 52,500.-  | 1-30 April 2026",55-64,unknown,17,22,,,0,THB,0.81004537,,,,,,2026-04-01,2026-04-30
"2201 | BU DUL | Engage IG | Lifestyle  | 16-30 April 2026","Lifestyle  | 16-30 April 2026",55-64,unknown,3,9,1,,0,THB,0.74000212,1,,,,,2026-04-01,2026-04-30
"2201 | BU DUL | Message FB | BOGO 52,500.-  | 1-30 April 2026","BOGO 52,500.-  | 1-30 April 2026",45-54,unknown,12,19,1,,1,THB,0.5700038,,,,,,2026-04-01,2026-04-30
"2201 | BU DUL | Engage FB | Lifestyle reels  | 1-15 April 2026","Lifestyle reels |  1-15 April 2026",65+,unknown,8,14,,,0,THB,0.47999177,,,,,,2026-04-01,2026-04-30
"2201 | BU DUL | Message FB | โปร 14,900.-  | 1-30 April 2026","โปร 14,900.-  | 1-30 April 2026",65+,unknown,11,14,1,,0,THB,0.4200014,,,,,,2026-04-01,2026-04-30
"2201 | BU DUL | Message FB | BOGO 52,500.-  | 1-30 April 2026","BOGO 52,500.-  | 1-30 April 2026",65+,unknown,6,7,1,,0,THB,0.28000187,,,,,,2026-04-01,2026-04-30
"2201 | BU DUL | Message FB | BOGO 52,500.-  | 1-30 April 2026","BOGO 52,500.-  | 1-30 April 2026",55-64,unknown,5,6,,,0,THB,0.1800012,,,,,,2026-04-01,2026-04-30
"2201 | BU DUL | Engage FB | โปร 14,900.-  | 1-30 April 2026","โปร 14,900.-  | 1-30 April 2026",55-64,unknown,4,4,,,0,THB,0.14000028,,,,,,2026-04-01,2026-04-30
"2201 | BU DUL | Engage FB | Lifestyle  | 16-30 April 2026","Lifestyle  | 16-30 April 2026",65+,unknown,4,4,1,,0,THB,0.11000063,,,,,,2026-04-01,2026-04-30
"2201 | BU DUL | Engage FB | BOGO 52,500.-  | 1-30 April 2026","BOGO 52,500.-  | 1-30 April 2026",65+,unknown,2,2,,,0,THB,0.1000056,,,,,,2026-04-01,2026-04-30
"2201 | BU DUL | Message FB | โปร 14,900.-  | 1-30 April 2026","โปร 14,900.-  | 1-30 April 2026",55-64,unknown,2,3,,,0,THB,0.02000007,,,,,,2026-04-01,2026-04-30
